,shop_name,phone_number,address,email,category,website
3072,Topspice,0582917181,"54 - 56 Bùi Hữu Nghĩa , phường(xã) Phường 05, Quận 5, Hồ Chí Minh",,['Bách Hóa Tổng Hợp'],https://www.sendo.vn/shop/topspice/
3073,sachinhay,,"khu 4, phường(xã) Xã Hồng Đà, Huyện Tam Nông, Phú Thọ",,[],https://www.sendo.vn/shop/sachinhay/
3074,Hoài Thu Decal,0983177116,"102 Đặng Thái Thân - TP.Vinh - Nghệ An, phường(xã) Phường Lê Mao, Thành phố Vinh, Nghệ An",,[],https://www.sendo.vn/shop/hoai-thu-decal/
3075,Hàng Thái Giá Sỉ Cực Rẻ,0346805540,"1351/1 Phan Văn Trị, phường(xã) Phường 10, Quận Gò Vấp, Hồ Chí Minh",,"['Mẹ và bé', 'Thiết bị y tế', 'Sức khỏe & Làm đẹp', 'Nhà cửa', 'Đời sống', 'Bách Hóa Tổng Hợp', 'Trang sức']",https://www.sendo.vn/shop/hang-thai-gia-si-cuc-re/
3076,,,,,,
3077,Diệu Ân Shop,0903951602,"62A Năm Châu, phường(xã) Phường 11, Quận Tân Bình, Hồ Chí Minh",,['Bách Hóa Tổng Hợp'],https://www.sendo.vn/shop/dieu-an-shop/
3078,liu liu,0378322178,"cầu trại 2, phường(xã) Xã Việt Ngọc, Huyện Tân Yên, Bắc Giang",,[],https://www.sendo.vn/shop/liu-liu/
3079,The Secret Beauty,0399799176,"74 Ấp 7 Phan Văn Hớn, phường(xã) Xã Xuân Thới Thượng, Huyện Hóc Môn, Hồ Chí Minh",,[],https://www.sendo.vn/shop/the-secret-beauty/
3080,nguyet0901570538,0901570538,"Nguyễn Thị Sóc, phường(xã) Xã Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh",,[],https://www.sendo.vn/shop/nguyet0901570538/
3081,Hàng Công Nghiệp,0903597448,"114 Trương Văn Thành, phường(xã) Phường Hiệp Phú, Quận 9, Hồ Chí Minh",,[],https://www.sendo.vn/shop/hang-cong-nghiep/
3082,KimLiên Dược Phẩm Ích Nhân,0366222135,"Lô A18/D7 Khu đô thị mới Dịch Vọng, phường(xã) Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",,"['Thiết bị y tế', 'Sức khỏe & Làm đẹp']",https://www.sendo.vn/shop/kimlien-duoc-pham-ich-nhan/
3083,Sweetlovehp,0789131772,"Số 9 ngõ 421 Tôn Đức Thắng, phường(xã) Xã An Đồng, Huyện An Dương, Hải Phòng",,[],https://www.sendo.vn/shop/sweetlovehp/
3084,Cảnh Nhu,0333663664,"467/9 đường Tân Sơn p12 quận Gò Vấp tp . HCM, phường(xã) Phường 12, Quận Gò Vấp, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/canh-nhu/
3085,,,,,,
3086,PHONG PHÚ NGỤC TRẦM,0911971828,"Số 49, phường(xã) Phường Thuỵ Khuê, Quận Tây Hồ, Hà Nội",,['Đời sống'],https://www.sendo.vn/shop/phong-phu-nguc-tram/
3087,sài gòn xinh,0926116031,"Đối diện nhà 192/9 đường Phan Văn Hân, phường(xã) Phường 17, Quận Bình Thạnh, Hồ Chí Minh",,"['Giày dép', 'Phụ kiện thời trang', 'Nhà cửa', 'Đời sống']",https://www.sendo.vn/shop/sai-gon-xinh/
3088,Tinh nghệ nguyên chất giá sỉ,0977413952,"Châu Thành, phường(xã) Xã Tây Thành, Huyện Yên Thành, Nghệ An",,"['Mẹ và bé', 'Sức khỏe & Làm đẹp', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/tinh-nghe-nguyen-chat-gia-si/
3089,giai phap ngoi nha thong minh,0948563639,"167, phường(xã) Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",,[],https://www.sendo.vn/shop/giai-phap-ngoi-nha-thong-minh/
3090,haiduong234,0865563580,"sơn tây, phường(xã) Phường Cống Vị, Quận Ba Đình, Hà Nội",,[],https://www.sendo.vn/shop/haiduong234/
3091,Mắt Kính Xuancaoboi,0965503238,"11 bùi thị xuân , phường(xã) Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",,[],https://www.sendo.vn/shop/mat-kinh-xuancaoboi/
3092,Kiều Nương,0899652580,"216, Cao Đạt, phường(xã) Phường 01, Quận 5, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/trang-banh-beo/
3093,Minicare 0 UP,0773145487,"6/21D Đường số 10, KP2, phường(xã) Phường Hiệp Bình Phước, Quận Thủ Đức, Hồ Chí Minh",,"['Mẹ và bé', 'Phụ kiện thời trang']",https://www.sendo.vn/shop/minicare0up/
3094,Saitama,0984523425,"thủ đức - hồ chí minh, phường(xã) Phường Linh Trung, Quận Thủ Đức, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/saitama/
3095,,,,,,
3096,myphamkhuyenmai,0961390639,"128/2d, phường(xã) Xã Gia Kiệm, Huyện Thống Nhất, Đồng Nai",,[],https://www.sendo.vn/shop/myphamkhuyenmai/
3097,Cái Mốc,0349616280,"đội 10 thuận tốn đa tốn, phường(xã) Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",,[],https://www.sendo.vn/shop/cai-moc/
3098,giaminhstore,0523608374,"ngõ 15 ngách 51 hồng hà, phường(xã) Phường Phúc Xá, Quận Ba Đình, Hà Nội",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/giaminhstore/
3099,Tran thuy oanh,0968196866,"Khu 1 Minh Nông Minh Tân, phường(xã) Phường Gia Cẩm, Thành phố Việt Trì, Phú Thọ",,['Voucher dịch vụ'],https://www.sendo.vn/shop/tran-thuy-oanh/
3100,NguyễnDạThảo,0375149256,"số nhà 41 Ta 35 kp5, phường(xã) Phường Thới An, Quận 12, Hồ Chí Minh",,[],https://www.sendo.vn/shop/nguyendathao/
3101,Buingochoang,0944808083,"Nam Định, phường(xã) Phường Cửa Nam, Thành phố Nam Định, Nam Định",,[],https://www.sendo.vn/shop/buingochoang/
3102,Trần phương 3122001,0914169067,"Khu phố 5- phường long thủy-thị xã phước long- tỉnh bình phước, phường(xã) Phường Long Thủy, Thị xã Phước Long, Bình Phước",,"['Thời trang nam', 'Thời trang nữ', 'Giày dép', 'Phụ kiện công nghệ', 'Thiết bị âm thanh', 'Trang sức']",https://www.sendo.vn/shop/tran-phuong-3122001/
3103,SIM 4G Story Torano,0968771046,"234, phường(xã) Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",,[],https://www.sendo.vn/shop/sim-4g-story-torano/
3104,shop cửa nhôm xingfa,0984515156,"số07 phố ga ba la hà đông hn, phường(xã) Phường Phú Lương, Quận Hà Đông, Hà Nội",,[],https://www.sendo.vn/shop/shop-cua-nhom-xingfa/
3105,thuymin,0987446636,"ngo 199 duong cau dien, phường(xã) Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",,['Thời trang nữ'],https://www.sendo.vn/shop/thuymin/
3106,chè vằng xứ thanh,0947426323,"nhà 16 ngõ 1 lê hữu lập, phường(xã) Phường Bắc Sơn, Thị xã Sầm Sơn, Thanh Hóa",,[],https://www.sendo.vn/shop/che-vang-xu-thanh/
3107,sosinhviet,0986496722,"số nhà 56, ngõ 67 Phùng Khoang, phường(xã) Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",,['Mẹ và bé'],https://www.sendo.vn/shop/sosinhviet/
3108,Đồ Thể Thao 2T,0976753734,"Xuân Dương, phường(xã) Xã Thanh Lương, Huyện Lương Sơn, Hòa Bình",,"['Máy ảnh - Máy quay phim', 'Thể thao - Dã ngoại - Giải trí']",https://www.sendo.vn/shop/do-the-thao-2t/
3109,truyentranhcugiare,0787567052,"Hiệu sách Minh Thu kp ngọc vinh, phường(xã) Xã Điện Ngọc, Huyện Điện Bàn, Quảng Nam",,['Sách & Văn phòng phẩm'],https://www.sendo.vn/shop/truyentranhcugiare/
3110,,,,,,
3111,cuahangthietke,0902639112,"A6/2L5, Đường 1A, ấp 1, phường(xã) Xã Vĩnh Lộc B, Huyện Bình Chánh, Hồ Chí Minh",,[],https://www.sendo.vn/shop/cuahangthietke/
3112,hàng xách tay nhật đức pháp,0349830662,"cố lâm, phường(xã) Xã Bình Định, Huyện Yên Lạc, Vĩnh Phúc",,[],https://www.sendo.vn/shop/hang-xach-tay-nhat-duc-phap/
3113,Thuyphu94,0354697558,"số nhà 22 tổ 20 đường Đền Vẽ - Bắc Lãm - P.Phú Lương - Q.Hà Đông - HN, phường(xã) Phường Phú Lương, Quận Hà Đông, Hà Nội",,['Nhà cửa'],https://www.sendo.vn/shop/thuyphu94/
3114,Thành Amo,0903219039,"tổ 12, ấp 4 QL 30 Bình Hàng Trung, Cao Lãnh, Đồng Tháp, phường(xã) Xã Bình Hàng Trung, Huyện Cao Lãnh, Đồng Tháp",,[],https://www.sendo.vn/shop/thanh-amo/
3115,nhungtran13794,0962780148,"số 26, ngõ 18 định công thượng, hoàng mai, phường(xã) Phường Định Công, Quận Hoàng Mai, Hà Nội",,['Đời sống'],https://www.sendo.vn/shop/nhungtran13794/
3116,123 zô krông năng,0935836856,"tổ 1 tdp 4 tt krông năng dak lak, phường(xã) Thị trấn Krông Năng, Huyện Krông Năng, Đắk Lắk",,[],https://www.sendo.vn/shop/123-zo-krong-nang/
3117,Thịt Heo Gác Bếp,0396606890,"To 53, Khu 5A, Cua Ong, Cam Pha, phường(xã) Phường Cửa Ông, Thành phố Cẩm Phả, Quảng Ninh",,[],https://www.sendo.vn/shop/thit-heo-gac-bep/
3118,Nội thất PĐ,0935444387,"514 Âu Cơ, phường(xã) Phường Hoà Minh, Quận Liên Chiểu, Đà Nẵng",,['Nhà cửa'],https://www.sendo.vn/shop/noi-that-pd/
3119,Tranh thêu chữ thập đẹp,0929193890,"226 hà huy tập, phường(xã) Thị trấn Yên Viên, Huyện Gia Lâm, Hà Nội",,[],https://www.sendo.vn/shop/tranh-theu-chu-thap-dep/
3120,TIEN TÂY STORE,0386948662,"121 Lê Đức Chung, phường(xã) Thị trấn Neo, Huyện Yên Dũng, Bắc Giang",,[],https://www.sendo.vn/shop/tien-tay-store/
3121,Linda Shop Decal,0857664885,"16a, đường 16, phường(xã) Phường Binh Hưng Hoà B, Quận Bình Tân, Hồ Chí Minh",,[],https://www.sendo.vn/shop/linda-shop-decal/
3122,DOMINICstoree,0905927004,"374 Điện Biên Phủ, phường(xã) Phường 17, Quận Bình Thạnh, Hồ Chí Minh",,[],https://www.sendo.vn/shop/dominicstoree/
3123,Ổ Cứng Laptop Phụ Kiện,0984771591,"Số 14 ngõ 12 Trần Quý Kiên Dịch Vọng Cầu Giấy Hà Nội, phường(xã) Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",,"['Laptop, Máy tính & Thiết bị văn phòng']",https://www.sendo.vn/shop/o-cung-laptop-phu-kien/
3124,diemhenmuasam,0983341438,"Đỗ Văn Dương, Đội 2 Khả Lí Thượng, phường(xã) Xã Quảng Minh, Huyện Việt Yên, Bắc Giang",,[],https://www.sendo.vn/shop/diemhenmuasam/
3125,,,,,,
3126,nam hải orchid,0365592643,"nam hải, phường(xã) Xã Yên Chính, Huyện Ý Yên, Nam Định",,['Đời sống'],https://www.sendo.vn/shop/nam-hai-orchid/
3127,BESTWAY ĐỒ HƠI,0932383201,"Số 55 , phạm thận duật, phường(xã) Phường Ninh Sơn, Thành phố Ninh Bình, Ninh Bình",,"['Nhà cửa', 'Thể thao - Dã ngoại - Giải trí']",https://www.sendo.vn/shop/bestway-do-hoi/
3128,Việc Shin Shop,0909480797,"Mỹ Thạnh, phường(xã) Xã Phú Điền, Huyện Tháp Mười, Đồng Tháp",,['Thời trang nữ'],https://www.sendo.vn/shop/viec-shin-shop/
3129,ngokhanhvy,0362957519,"33/8 Bùi Thị Cội - Đông An, phường(xã) Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,[],https://www.sendo.vn/shop/ngokhanhvy/
3130,Ví Passport Passport Cover,0974127475,"14 Quách Vũ , phường(xã) Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh",,[],https://www.sendo.vn/shop/vi-passport-passport-cover/
3131,Vong phong thủy Angilla,0971855886,"4b/128 Nguyễn Đức Cảnh, phường(xã) Phường Tương Mai, Quận Hoàng Mai, Hà Nội",,['Trang sức'],https://www.sendo.vn/shop/vongphongthuyangilla/
3132,Vunguyen1988,0979834041,"ấp 3b xã hựu thạnh, đức hòa, long an, phường(xã) Xã Hựu Thạnh, Huyện Đức Hòa, Long An",,[],https://www.sendo.vn/shop/vunguyen1988/
3133,,,,,,
3134,Thanh Hiền9999,0906848424,"147/58D nguyễn văn cừ , phường(xã) Phường An Hòa, Quận Ninh Kiều, Cần Thơ",,[],https://www.sendo.vn/shop/thanh-hien9999/
3135,Mẹ măng kho vnxk,0979903377,"10a, ngõ 4, khu hà trì 4, phường(xã) Phường Hà Cầu, Quận Hà Đông, Hà Nội",,['Thời trang nữ'],https://www.sendo.vn/shop/me-mang-kho-vnxk/
3136,Sunflowers14,0987575449,"Chung cư Hoà Bình Green, 17 Mạc Thị Bưởi, Hn, phường(xã) Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",,['Thời trang nữ'],https://www.sendo.vn/shop/sunflowers14/
3137,Cún Kid,0903032220,"10 phùng chí kiên, phường(xã) Phường Thống Nhất, Thành Phố Buôn Ma Thuột, Đắk Lắk",,[],https://www.sendo.vn/shop/cun-kid/
3138,Katy Nhi,0938157827,"Tien Giang, phường(xã) Phường 3, Thị xã Cai Lậy, Tiền Giang",,[],https://www.sendo.vn/shop/katy-nhi/
3139,út thảo,0829489392,"to2tram vang thanh phuoc.go dau, phường(xã) Xã Thanh Phước, Huyện Gò Dầu, Tây Ninh",,[],https://www.sendo.vn/shop/http-ut-thaodacsantayninh/
3140,Nhunganhle,0338541994,"Tràng Cát - Hải An - Hải Phòng, phường(xã) Phường Tràng Cát, Quận Hải An, Hải Phòng",,[],https://www.sendo.vn/shop/nguyenthilenhung/
3141,san go san nhua giay dan tuong,0931465222,"809 luy ban bich, phường(xã) Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh",,[],https://www.sendo.vn/shop/san-go-san-nhua-giay-dan-tuong/
3142,KBEAUTY_VN,0372173309,"10F NGUYỄN VIẾT XUÂN, phường(xã) Phường Phước Long, Thành phố Nha Trang, Khánh Hòa",,[],https://www.sendo.vn/shop/kbeauty_vn/
3143,hàngnoidiela,0973574474,"phủ hà Phan Rang - Tháp Chàm, phường(xã) Phường Phủ Hà, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,['Nhà cửa'],https://www.sendo.vn/shop/hangnoidiela/
3144,heo heo shop,0944906142,"thuan hoa huyen an minh tinh kien giang, phường(xã) Xã Thuận Hoà, Huyện An Minh, Kiên Giang",,[],https://www.sendo.vn/shop/heo-heo-shop/
3145,oanh mốt,0869214521,"21 ho xuan huong, phường(xã) Phường Trường Sơn, Thị xã Sầm Sơn, Thanh Hóa",,['Mẹ và bé'],https://www.sendo.vn/shop/oanh-mot/
3146,HOÀNG THỌ QUÂN ĐỘI,0968752549,"Số 39/9 đường 3-2, phường(xã) Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",,"['Túi xách', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/hoang-tho-quan-doi/
3147,MINH GIA HUY,0938465899,"A6/63K9 Ấp 1, Vĩnh Lộc A, Bình Chánh, phường(xã) Xã Vĩnh Lộc A, Huyện Bình Chánh, Hồ Chí Minh",,[],https://www.sendo.vn/shop/minh-gia-huy/
3148,phamminhthu,0385566935,"33B,đườngnguyen van bua ap 4 xa xuan thoi son, phường(xã) Xã Xuân Thới Sơn, Huyện Hóc Môn, Hồ Chí Minh",,[],https://www.sendo.vn/shop/2914/
3149,vu thi thu van,0963277871,"go vap, phường(xã) Xã Tân Lợi, Huyện Hớn Quản, Bình Phước",,[],https://www.sendo.vn/shop/vu-thi-thu-van/
3150,Cherry store Trà Vinh,0939573348,"khóm 1, phường(xã) Thị trấn Càng Long, Huyện Càng Long, Trà Vinh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/cherry-store-tra-vinh/
3151,,,,,,
3152,Thailandmart,0868899345,"04 Trần Mạnh Quỳ, phường(xã) Thị trấn Lao Bảo, Huyện Hướng Hóa, Quảng Trị",,[],https://www.sendo.vn/shop/thailandmart/
3153,SIM DATA MOBIFONE MDT250A,0389148435,"số 58, phường(xã) Phường Đức Thắng, Quận Bắc Từ Liêm, Hà Nội",,['Phụ kiện công nghệ'],https://www.sendo.vn/shop/sim-data-mobifone-mdt250a/
3154,Mr Bi Nguyen,0903635767,"8/8 Thới An 12, phường(xã) Phường Thới An, Quận 12, Hồ Chí Minh",,[],https://www.sendo.vn/shop/mr-bi-nguyen/
3155,my pham  han quoc 68,0854739186,"1218hh3b linh đam, phường(xã) Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",,[],https://www.sendo.vn/shop/my-pham-han-quoc-68/
3156,dungcutung,0949061896,"136 Kim Nguu, phường(xã) Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",,[],https://www.sendo.vn/shop/dungcutung/
3157,shopmemit,0988205034,"p3324, kim văn kim lũ, phường(xã) Phường Đại Kim, Quận Hoàng Mai, Hà Nội",,['Thời trang nữ'],https://www.sendo.vn/shop/shopmemit/
3158,,,,,,
3159,Phước PLC,0934111228,"63 Nguyễn Văn Ni, khu phố 2, phường(xã) Thị trấn Củ Chi, Huyện Củ Chi, Hồ Chí Minh",,[],https://www.sendo.vn/shop/phuoc-plc/
3160,Trọng Tín,0375071607,"Khai quang, phường(xã) Phường Khai Quang, Thành phố Vĩnh Yên, Vĩnh Phúc",,[],https://www.sendo.vn/shop/trong-tin/
3161,hồng nguyên kb123,0919519886,"so 42 To Vinh Dien, phường(xã) Phường Minh Khai, Thành phố Hà Giang, Hà Giang",,[],https://www.sendo.vn/shop/hong-nguyen-kb123/
3162,VẢI ĐEP THÁI NGUYÊN,0921030297,"sn 503 ĐƯỜNG 3/2 TỔ 5, phường(xã) Phường Tân Lập, Thành phố Thái Nguyên, Thái Nguyên",,['Thời trang nữ'],https://www.sendo.vn/shop/vai-dep-thai-nguyen/
3163,Tona nguyen shop,0908507074,"224BQL80, Ấp Bình Lợi, phường(xã) Xã Bình Thành, Huyện Lấp Vò, Đồng Tháp",,[],https://www.sendo.vn/shop/tona-nguyen-shop/
3164,Ku Bi,0967157177,"Hẻm 67 lý nam đê, phường(xã) Phường Trà Bá, Thành phố Pleiku, Gia Lai",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/ku-bi/
3165,Hàng xuất kho,0936787029,"Phúc Xá, phường(xã) Phường Phúc Xá, Quận Ba Đình, Hà Nội",,['Đồ chơi'],https://www.sendo.vn/shop/hang-xuat-kho/
3166,Hi Skin,0772061218,"504/12, đường TX13, phường(xã) Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",,[],https://www.sendo.vn/shop/hi-skin/
3167,Miss xinh shop,0973903919,"Nguyễn Thị Yên- Ngõ 1- Giẽ Thượng, phường(xã) Xã Phú Yên, Huyện Phú Xuyên, Hà Nội",,[],https://www.sendo.vn/shop/miss-xinh-shop/
3168,Alyam Shop 0944862996,0966945522,"Số 23 Ngõ 2A đường Cầu Vồng, phường(xã) Phường Đức Thắng, Quận Bắc Từ Liêm, Hà Nội",,"['Thể thao - Dã ngoại - Giải trí', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/alyam-shop-0944862996/
3169,Vina Market 4,0923877982,"Tầng 12, Bình Vượng, phường(xã) Phường Quang Trung, Quận Hà Đông, Hà Nội",,['Tân Trang Nhà Cửa'],https://www.sendo.vn/shop/vina-market-4/
3170,Năm mắm,0347958744,"Xóm 3b, xã hưng yên bắc, huyện hưng nguyên, tỉnh nghệ an, phường(xã) Xã Hưng Yên Bắc, Huyện Hưng Nguyên, Nghệ An",,['Bách Hóa Tổng Hợp'],https://www.sendo.vn/shop/nam-mam/
3171,Milli_Shop,0835251641,"Cầu Bươu, phường(xã) Phường Kiến Hưng, Quận Hà Đông, Hà Nội",,['Thời trang nữ'],https://www.sendo.vn/shop/milli_shop/
3172,Tomtep_1618,0907384502,"159/11 đường số11, phường trường thọ, phường(xã) Phường Trường Thọ, Quận Thủ Đức, Hồ Chí Minh",,"['Sức khỏe & Làm đẹp', 'Nhà cửa', 'Đời sống', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/tomtep_1618/
3173,sản phẩm vùng cao an toàn,0855147803,"pá chả a, phường(xã) Xã Co Tòng, Huyện Thuận Châu, Sơn La",,[],https://www.sendo.vn/shop/san-pham-vung-cao-an-toan/
3174,,,,,,
3175,hanggiadunggiare,0944711682,"5 Ngõ 213 Định Công Thượng , phường(xã) Phường Định Công, Quận Hoàng Mai, Hà Nội",,['Nhà cửa'],https://www.sendo.vn/shop/hang-giadung-giare/
3176,Phụ Kiện Công Nghệ Online,0378884564,"Đơn nguyên 2 - Tòa CT3 Khu đô Thị Trung Văn, phường(xã) Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",,"['Thời trang nữ', 'Mẹ và bé', 'Phụ kiện công nghệ', 'Phụ kiện thời trang', 'Nhà cửa', 'Đồ chơi', 'Đời sống']",https://www.sendo.vn/shop/phu-kien-cong-nghe-online/
3177,Vật Tư Thuỷ Canh,0932499120,"87/79 Nguyễn Sỹ Sách, phường(xã) Phường 15, Quận Tân Bình, Hồ Chí Minh",,['Tân Trang Nhà Cửa'],https://www.sendo.vn/shop/vat-tu-thuy-canh-vn/
3178,Mỹ phẩm cao cấp Linh Hương,0366447886,"xã Nham Sơn, huyện Yên Dũng, phường(xã) Xã Nham Sơn, Huyện Yên Dũng, Bắc Giang",,[],https://www.sendo.vn/shop/my-pham-cao-cap-linh-huong/
3179,longpeternguen,0778189388,"số nhà 13, phường(xã) Xã Điện Phong, Huyện Điện Bàn, Quảng Nam",,[],https://www.sendo.vn/shop/longpeternguen/
3180,Shop vải nhung_Ái Nguyễn,0904952585,"324c chung cư Vĩnh hội, phường 6, phường(xã) Phường 06, Quận 4, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/shop-vai-nhung_ai-nguyen/
3181,Beautiful Store,0355010779,"36 Đường số 13, phường(xã) Phường Linh Trung, Quận Thủ Đức, Hồ Chí Minh",,[],https://www.sendo.vn/shop/beautiful-store/
3182,BepGasPhatDat,0902703271,"15d/1a, khu vực 3, phường(xã) Phường An Khánh, Quận Ninh Kiều, Cần Thơ",,['Nhà cửa'],https://www.sendo.vn/shop/bepgasphatdat/
3183,Mooncherry40Bạch Mai,0356302495,"40 Bạch Mai, phường(xã) Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",,[],https://www.sendo.vn/shop/mooncherry40bach-mai/
3184,TOTUS beauty studio,0378045133,"229/25 Tây Thạnh, phường(xã) Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",,[],https://www.sendo.vn/shop/totus-beauty-studio/
3185,minhnhat2015h,0936220585,"261kp đường hòn, phường(xã) Thị trấn Hòn Đất, Huyện Hòn Đất, Kiên Giang",,[],https://www.sendo.vn/shop/minhnhat2015h/
3186,SHOP BÉ CƯNG 2015,0965555471,"86/10 đường 100 bình thới , phường(xã) Phường 14, Quận 11, Hồ Chí Minh",,[],https://www.sendo.vn/shop/shop-be-cung-2015/
3187,Vina Market 9,0923889016,"Quang Trung, phường(xã) Phường Quang Trung, Quận Hà Đông, Hà Nội",,['Tân Trang Nhà Cửa'],https://www.sendo.vn/shop/vina-market-9/
3188,888Store,0975125285,"Phố Kiểu, phường(xã) Xã Yên Trường, Huyện Yên Định, Thanh Hóa",,[],https://www.sendo.vn/shop/888store/
3189,tgom,0963537464,"93/41, phường(xã) Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",,[],https://www.sendo.vn/shop/tgom/
3190,làm đẹp lưu thắm,0832578886,"gần cổng trường tiểu học Liên Mạc, phường(xã) Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội",,[],https://www.sendo.vn/shop/lam-dep-luu-tham/
3191,Chefman Store,0919291289,"3009 Chung cư CT1 Vân Canh, phường(xã) Xã Vân Canh, Huyện Hoài Đức, Hà Nội",,"['Đồ điện gia dụng', 'Nhà cửa']",https://www.sendo.vn/shop/chefman-store/
3192,nguyenthienly,0842246466,"tram y te binh an, phường(xã) Xã Bình An, Huyện Kiên Lương, Kiên Giang",,[],https://www.sendo.vn/shop/nguyenthienly/
3193,Kệ Lò Vi Sóng Hà Nội,0984106490,"259 đê la thành, phường(xã) Xã Liệp Tuyết, Huyện Quốc Oai, Hà Nội",,['Nhà cửa'],https://www.sendo.vn/shop/ke-lo-vi-song-ha-noi/
3194,BVS dược liệu An Sắc Hương,0965674688,"Tổ 2, phường(xã) Phường Thịnh Lang, Thành phố Hòa Bình, Hòa Bình",,[],https://www.sendo.vn/shop/bvs-duoc-lieu-an-sac-huong/
3195,,,,,,
3196,luyentep,0363557602,"12/8/73 nguyễn lương bằng, phường(xã) Phường Nam Đồng, Quận Đống Đa, Hà Nội",,['Giày dép'],https://www.sendo.vn/shop/luyentep/
3197,Nắngfashionshop,0933240591,"876/35/54 cmt8, phường(xã) Phường 05, Quận Tân Bình, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/nangfashionshop/
3198,GIÓ BIỂN HN,0993036699,"70 Trúc Khê, Đống Đa, Hà Nội, phường(xã) Phường Láng Hạ, Quận Đống Đa, Hà Nội",,"['Túi xách', 'Phụ kiện công nghệ', 'Tivi - Thiết bị giải trí', 'Thiết bị âm thanh', 'Nhà cửa', 'Sức khỏe & Làm đẹp']",https://www.sendo.vn/shop/gio-bien-hn/
3199,Quạt Trần,0946677009,"35 Khuất Duy Tiến , phường(xã) Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",,['Đồ điện gia dụng'],https://www.sendo.vn/shop/quat-tran/
3200,CÔNG NGHỆ XANH,0949489383,"THÔN QUẢNG TÍN, phường(xã) Xã Phước Lộc, Huyện Tuy Phước, Bình Định",,"['Laptop, Máy tính & Thiết bị văn phòng', 'Phụ kiện công nghệ', 'Thể thao - Dã ngoại - Giải trí', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/congnghexanh/
3201,Qùa tặng vợ yêu,0392994293,"Nam Từ Liêm, Hà Nội, phường(xã) Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",,[],https://www.sendo.vn/shop/qua-tang-vo-yeu/
3202,shop Bé Bon 2018,0987726860,"phúc lâm , phường(xã) Xã Phúc Lâm, Huyện Mỹ Đức, Hà Nội",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/shop-be-bon-2018/
3203,Wings Sài Gòn,0923507702,"62/87 Lý Chính Thắng P.8, Q.3, phường(xã) Phường 08, Quận 3, Hồ Chí Minh",,[],https://www.sendo.vn/shop/wings-sai-gon/
3204,,,,,,
3205,Diệu Quyên Shop,0917241324,"Trần Quốc Hoàn, phường(xã) Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,['Mẹ và bé'],https://www.sendo.vn/shop/dieu-quyen-shop/
3206,NamaChocoYMF,0935235247,"542, kiên thị nhẫn, phường(xã) Xã Lương Hòa, Huyện Châu Thành, Trà Vinh",,"['Thời trang nữ', 'Nhà cửa', 'Sức khỏe & Làm đẹp', 'Sách & Văn phòng phẩm', 'Đồ chơi', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/namachocoymf/
3207,,,,,,
